rank,year,chart,artist,featured_artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
88,2016,Hot R&B/Hip-Hop Songs,Rae Sremmurd,NA,Look Alive,0.786,0.583,0,-7.415,1,0.0393,0.0552,1.84e-6,0.326,0.229,120.024,audio_features,228000,4
89,2016,Hot R&B/Hip-Hop Songs,Drake,Future,Grammys,0.711,0.441,1,-9.516,1,0.466,0.00201,2.59e-6,0.08,0.115,145.198,audio_features,220427,4
90,2016,Hot R&B/Hip-Hop Songs,Yo Gotti,E-40,Law,0.882,0.699,2,-5.572,1,0.249,0.0196,0,0.0469,0.42,145.008,audio_features,257267,4
91,2016,Hot R&B/Hip-Hop Songs,DJ ESCO,Future & Lil Uzi Vert,Too Much Sauce,0.96,0.547,6,-6.992,0,0.0786,0.0496,0,0.216,0.186,121.01,audio_features,223093,4
92,2016,Hot R&B/Hip-Hop Songs,Nelly,Jeremih,The Fix,0.812,0.479,8,-6.47,1,0.0429,0.0485,0,0.102,0.0873,95.505,audio_features,173045,4
93,2016,Hot R&B/Hip-Hop Songs,YFN Lucci,Migos & Trouble,Key To The Streets,0.768,0.687,6,-5.454,0,0.113,0.123,0,0.113,0.294,140.064,audio_features,281987,4
94,2016,Hot R&B/Hip-Hop Songs,Chris Brown,NA,Grass Ain't Greener,0.644,0.601,10,-5.097,0,0.0496,0.388,0,0.0884,0.518,133.946,audio_features,201422,4
95,2016,Hot R&B/Hip-Hop Songs,Kanye West,NA,Fade,0.756,0.766,9,-5.793,0,0.088,0.1,0,0.313,0.288,105.986,audio_features,193748,4
96,2016,Hot R&B/Hip-Hop Songs,A$AP Ferg,Future,New Level,0.526,0.655,1,-4.208,0,0.326,0.0566,0,0.116,0.156,121.127,audio_features,267212,4
97,2016,Hot R&B/Hip-Hop Songs,Young Greatness,NA,Moolah,0.604,0.571,9,-5.732,1,0.241,0.0264,0,0.302,0.23,62.912,audio_features,204027,4
98,2016,Hot R&B/Hip-Hop Songs,Drake,PARTYNEXTDOOR,With You,0.876,0.41,1,-10.034,1,0.262,0.132,1.88e-4,0.112,0.816,127.956,audio_features,195053,4
99,2016,Hot R&B/Hip-Hop Songs,Future,NA,Stick Talk,0.729,0.672,7,-6.749,1,0.282,0.0265,0,0.244,0.595,159.903,audio_features,171333,4
100,2016,Hot R&B/Hip-Hop Songs,DJ Luke Nasty,NA,Might Be,0.448,0.782,9,-6.766,0,0.458,0.378,0,0.114,0.694,74.037,audio_features,210704,4
1,2017,Hot Country Songs,Sam Hunt,NA,Body Like A Back Road,0.731,0.469,5,-7.226,1,0.0326,0.463,1.04e-6,0.103,0.631,98.963,audio_features,165387,4
2,2017,Hot Country Songs,Brett Young,NA,In Case You Didn't Know,0.607,0.536,10,-7.306,1,0.0305,0.386,0,0.102,0.434,147.986,audio_features,224853,4
3,2017,Hot Country Songs,Luke Combs,NA,Hurricane,0.464,0.813,10,-6.185,1,0.0416,0.0153,0,0.254,0.516,75.975,audio_features,222533,4
4,2017,Hot Country Songs,Kane Brown,Lauren Alaina,What Ifs,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,audio_features,188253,4
5,2017,Hot Country Songs,Dustin Lynch,NA,Small Town Boy,0.554,0.743,9,-6.016,1,0.0287,0.0251,0,0.359,0.673,72.997,audio_features,205733,4
6,2017,Hot Country Songs,Jon Pardi,NA,Dirt On My Boots,0.685,0.783,11,-4.152,1,0.0276,0.116,0,0.194,0.525,90.008,audio_features,201893,4
7,2017,Hot Country Songs,Keith Urban,Carrie Underwood,The Fighter,0.681,0.845,11,-5.147,0,0.0525,0.0304,0,0.197,0.761,132.023,audio_features,184040,4
8,2017,Hot Country Songs,Thomas Rhett,Maren Morris,Craving You,0.613,0.839,9,-3.799,0,0.0352,8.54e-4,0,0.341,0.526,104.975,audio_features,223627,4
9,2017,Hot Country Songs,Lady Antebellum,NA,You Look Good,0.653,0.911,0,-4.635,1,0.0439,0.0338,6.59e-4,0.081,0.942,152.043,audio_features,181000,4
10,2017,Hot Country Songs,Little Big Town,NA,Better Man,0.514,0.836,5,-3.663,1,0.0381,0.112,0,0.0878,0.501,143.888,audio_features,263120,4
11,2017,Hot Country Songs,Luke Combs,NA,When It Rains It Pours,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-6,0.265,0.625,128.027,audio_features,240760,4
12,2017,Hot Country Songs,Dylan Scott,NA,My Girl,0.652,0.719,1,-7.251,1,0.033,0.0353,0,0.108,0.24,94.969,audio_features,197640,4
13,2017,Hot Country Songs,Keith Urban,NA,Blue Ain't Your Color,0.686,0.417,7,-7.787,1,0.0363,0.606,1.79e-6,0.0844,0.451,82.407,audio_features,230600,3
14,2017,Hot Country Songs,Florida Georgia Line,Backstreet Boys,"God, Your Mama, And Me",0.439,0.802,7,-3.644,1,0.054,0.333,0,0.377,0.725,168.032,audio_features,183413,4
15,2017,Hot Country Songs,Midland,NA,Drinkin' Problem,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-6,0.315,0.621,102,audio_features,221467,4
16,2017,Hot Country Songs,Jon Pardi,NA,Heartache On The Dance Floor,0.594,0.824,9,-4.252,1,0.0458,0.0617,0,0.0861,0.671,116.005,audio_features,205200,4
17,2017,Hot Country Songs,Old Dominion,NA,No Such Thing As A Broken Heart,0.65,0.782,8,-4.295,1,0.0721,0.295,0,0.107,0.944,171.988,audio_features,176893,4
18,2017,Hot Country Songs,Dierks Bentley,NA,Black,0.573,0.635,7,-6.621,1,0.0275,5.98e-4,0,0.0845,0.447,144.031,audio_features,197120,4
19,2017,Hot Country Songs,Carly Pearce,NA,Every Little Thing,0.636,0.428,0,-6.512,1,0.0375,0.434,1.02e-5,0.0903,0.32,139.919,audio_features,181053,4
20,2017,Hot Country Songs,Jason Aldean,NA,Any Ol' Barstool,0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,audio_features,203293,4
21,2017,Hot Country Songs,Cole Swindell,NA,Flatliner,0.555,0.896,0,-3.295,1,0.0388,0.00434,0,0.145,0.578,114.995,audio_features,177067,4
22,2017,Hot Country Songs,Thomas Rhett,NA,Unforgettable,0.663,0.738,7,-5.48,1,0.0303,0.032,2.25e-4,0.0856,0.825,130.02,audio_features,157080,4
23,2017,Hot Country Songs,Brothers Osborne,NA,It Ain't My Fault,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,audio_features,216800,4
24,2017,Hot Country Songs,LANCO,NA,Greatest Love Story,0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986,audio_features,222573,4
25,2017,Hot Country Songs,Maren Morris,NA,I Could Use A Love Song,0.638,0.634,6,-6.474,1,0.0468,0.214,0,0.0866,0.473,92.097,audio_features,196422,4
26,2017,Hot Country Songs,Dan + Shay,NA,How Not To,0.501,0.836,11,-3.587,0,0.0491,0.208,0,0.152,0.618,159.863,audio_features,192000,4
27,2017,Hot Country Songs,Blake Shelton,NA,Every Time I Hear That Song,0.523,0.725,2,-5.448,1,0.0339,0.0558,6.96e-6,0.0937,0.528,155.855,audio_features,214800,4
28,2017,Hot Country Songs,Kip Moore,NA,More Girls Like You,0.555,0.746,2,-5.522,1,0.033,0.00825,0,0.0796,0.712,75.01,audio_features,154707,4
29,2017,Hot Country Songs,Blake Shelton,NA,A Guy With A Girl,0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,audio_features,189467,4
30,2017,Hot Country Songs,Chris Lane,NA,For Her,0.491,0.904,6,-4.324,1,0.0344,0.0985,0,0.183,0.588,150.007,audio_features,211227,4
31,2017,Hot Country Songs,Justin Moore,NA,Somebody Else Will,0.488,0.744,2,-4.284,0,0.131,0.0353,0,0.0952,0.59,180.007,audio_features,165173,4
32,2017,Hot Country Songs,Darius Rucker,NA,If I Told You,0.532,0.64,9,-6.684,1,0.0314,0.344,0,0.361,0.308,84.029,audio_features,212320,4
33,2017,Hot Country Songs,Rascal Flatts,NA,Yours If You Want It,0.554,0.903,8,-3.152,1,0.0515,0.0103,0,0.107,0.419,112.998,audio_features,206827,4
34,2017,Hot Country Songs,Kelsea Ballerini,NA,Yeah Boy,0.589,0.809,3,-5.292,1,0.0376,0.231,0,0.0719,0.496,88.965,audio_features,194413,4
35,2017,Hot Country Songs,Luke Bryan,NA,Fast,0.548,0.898,0,-2.561,0,0.0459,0.225,0,0.1,0.599,145.953,audio_features,206213,4
36,2017,Hot Country Songs,Thomas Rhett,NA,Star Of The Show,0.691,0.624,7,-5.874,1,0.027,0.14,0,0.168,0.662,101.988,audio_features,181200,4
37,2017,Hot Country Songs,Brantley Gilbert,NA,The Weekend,0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64e-6,0.0829,0.692,81.992,audio_features,187760,4
38,2017,Hot Country Songs,Josh Turner,NA,Hometown Girl,0.505,0.79,3,-5.442,0,0.035,0.263,0.0884,0.123,0.445,155.934,audio_features,215080,4
39,2017,Hot Country Songs,Kenny Chesney,NA,All The Pretty Girls,0.612,0.848,6,-3.736,1,0.0368,0.00916,0,0.366,0.719,120.996,audio_features,212893,4
40,2017,Hot Country Songs,Jason Aldean,NA,They Don't Know,0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,audio_features,203293,4
41,2017,Hot Country Songs,Billy Currington,NA,Do I Make You Wanna,0.549,0.751,9,-5.423,1,0.0299,0.122,0,0.208,0.493,89.953,audio_features,234306,4
42,2017,Hot Country Songs,Michael Ray,NA,Think A Little Less,0.521,0.805,9,-4.481,1,0.0289,0.124,2.19e-4,0.33,0.527,141.967,audio_features,176987,4
43,2017,Hot Country Songs,Miranda Lambert,NA,Tin Man,0.425,0.372,0,-10.92,1,0.03,0.861,0.0148,0.0733,0.292,79.456,audio_features,259280,4
44,2017,Hot Country Songs,Zac Brown Band,NA,My Old Man,0.64,0.196,4,-11.478,1,0.0267,0.819,3.63e-5,0.0978,0.301,143.919,audio_features,227222,4
45,2017,Hot Country Songs,Chris Janson,NA,Fix A Drink,0.563,0.887,1,-5.013,1,0.0857,0.0297,0,0.352,0.794,158.05,audio_features,188933,4
46,2017,Hot Country Songs,Eric Church,NA,Round Here Buzz,0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-5,0.107,0.473,76.078,audio_features,214627,4
47,2017,Hot Country Songs,Lauren Alaina,NA,Road Less Traveled,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-6,0.247,0.27,112.988,audio_features,216267,4
48,2017,Hot Country Songs,Eric Church,Rhiannon Giddens,Kill A Word,0.651,0.732,2,-8.037,1,0.0381,0.0164,1.58e-6,0.0925,0.638,85.023,audio_features,199213,4
49,2017,Hot Country Songs,Chris Young,NA,Losing Sleep,0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68e-6,0.389,0.634,92.003,audio_features,178253,4
50,2017,Hot Country Songs,Brad Paisley,NA,Today,0.347,0.632,2,-6.998,1,0.0381,0.539,0.00226,0.121,0.285,74.257,audio_features,229338,3
51,2017,Hot Country Songs,Florida Georgia Line,Tim McGraw,May We All,0.488,0.915,7,-4.255,1,0.0389,0.0406,0,0.351,0.646,75.019,audio_features,226173,4
52,2017,Hot Country Songs,Carrie Underwood,NA,Dirty Laundry,0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-5,0.111,0.5,200.179,audio_features,204093,4
53,2017,Hot Country Songs,Chris Young,Vince Gill,Sober Saturday Night,0.477,0.672,1,-5.234,1,0.0306,0.049,0,0.355,0.263,139.864,audio_features,194560,4
54,2017,Hot Country Songs,Garth Brooks,NA,Ask Me How I Know,0.54,0.428,1,-9.584,1,0.0276,0.0178,0.9,0.113,0.278,145.569,audio_features,211570,4
55,2017,Hot Country Songs,Russell Dickerson,NA,Yours,0.638,0.854,1,-4.664,1,0.11,0.216,0,0.0357,0.859,93.869,audio_features,190640,4
56,2017,Hot Country Songs,Luke Bryan,NA,Light It Up,0.602,0.929,6,-2.741,0,0.0839,0.118,0,0.103,0.677,130.024,audio_features,177306,4
57,2017,Hot Country Songs,LOCASH,NA,Ring On Every Finger,0.586,0.92,7,-3.749,1,0.064,0.0241,6.32e-6,0.173,0.639,100.023,audio_features,211960,4
58,2017,Hot Country Songs,Chris Stapleton,NA,Broken Halos,0.607,0.575,8,-7.066,1,0.0252,0.133,2.52e-6,0.0566,0.504,78.341,audio_features,180907,4
59,2017,Hot Country Songs,Walker Hayes,NA,You Broke Up With Me,0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013,audio_features,197840,4
60,2017,Hot Country Songs,Dustin Lynch,NA,Seein' Red,0.651,0.808,1,-4.731,0,0.0435,0.054,0,0.0482,0.858,100.993,audio_features,194893,4
61,2017,Hot Country Songs,Brett Eldredge,NA,Somethin' I'm Good At,0.574,0.937,5,-4.34,1,0.112,0.0453,0,0.242,0.446,103.006,audio_features,217333,4
62,2017,Hot Country Songs,Brett Eldredge,NA,Wanna Be That Song,0.518,0.686,9,-4.911,1,0.0313,0.114,0,0.114,0.334,144.065,audio_features,236227,4
63,2017,Hot Country Songs,Tim McGraw & Faith Hill,NA,Speak To A Girl,0.481,0.334,10,-15.486,0,0.0328,0.618,0.937,0.12,0.156,150.94,audio_features,234253,3
64,2017,Hot Country Songs,Kenny Chesney,NA,Bar At The End Of The World,0.529,0.8,2,-3.726,1,0.031,0.00541,0,0.104,0.687,100.035,audio_features,207307,4
65,2017,Hot Country Songs,Brett Young,NA,Like I Loved You,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,audio_features,207187,4
66,2017,Hot Country Songs,Blake Shelton,NA,I'll Name The Dogs,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-6,0.202,0.763,83.392,audio_features,183640,4
67,2017,Hot Country Songs,Easton Corbin,NA,A Girl Like You,0.74,0.777,5,-4.405,1,0.0329,0.0178,1.27e-6,0.0665,0.834,104.989,audio_features,217840,4
68,2017,Hot Country Songs,Florida Georgia Line,NA,Smooth,0.477,0.848,6,-5.419,1,0.0558,0.286,4.77e-5,0.647,0.33,161.014,audio_features,170613,4
69,2017,Hot Country Songs,Maren Morris,NA,80s Mercedes,0.485,0.834,9,-5.413,1,0.0715,0.0665,0,0.28,0.659,90.933,audio_features,211767,4
70,2017,Hot Country Songs,Brad Paisley,NA,Last Time For Everything,0.482,0.739,7,-5.476,1,0.0342,0.422,1.87e-5,0.468,0.613,155.932,audio_features,230832,4
71,2017,Hot Country Songs,Scotty McCreery,NA,Five More Minutes,0.496,0.632,7,-4.933,1,0.0282,0.257,1.07e-6,0.109,0.278,156.034,audio_features,241147,4
72,2017,Hot Country Songs,Devin Dawson,NA,All On Me,0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989,audio_features,224627,4
73,2017,Hot Country Songs,Old Dominion,NA,Song For Another Time,0.497,0.805,11,-3.995,1,0.0332,0.125,0,0.167,0.696,166.048,audio_features,191827,4
74,2017,Hot Country Songs,Trent Harmon,NA,There's A Girl,0.526,0.793,7,-5.869,1,0.0376,0.196,0,0.0778,0.347,97.107,audio_features,214360,4
75,2017,Hot Country Songs,Kenny Chesney,P!nk,Setting The World On Fire,0.61,0.822,0,-4.422,1,0.0355,0.0171,1.88e-6,0.093,0.437,93.993,audio_features,217467,4
76,2017,Hot Country Songs,Kelsea Ballerini,NA,Legends,0.577,0.727,4,-5.848,1,0.0319,0.0547,0,0.0891,0.24,112.041,audio_features,244467,4
77,2017,Hot Country Songs,High Valley,NA,Make You Mine,0.576,0.892,0,-4.178,1,0.0392,0.12,0,0.131,0.522,123.074,audio_features,211613,3
78,2017,Hot Country Songs,Granger Smith,NA,If The Boot Fits,0.528,0.928,3,-5.743,1,0.0456,0.0252,2.88e-6,0.0467,0.885,162.069,audio_features,170093,4
79,2017,Hot Country Songs,Morgan Wallen,NA,The Way I Talk,0.604,0.879,4,-3.389,1,0.0323,0.0498,0,0.0936,0.765,137.993,audio_features,208280,4
80,2017,Hot Country Songs,Miranda Lambert,NA,We Should Be Friends,0.622,0.701,0,-6.212,1,0.118,0.325,0,0.123,0.777,161.094,audio_features,170747,4
81,2017,Hot Country Songs,Old Dominion,NA,Written In The Sand,0.725,0.437,6,-9.602,1,0.0575,0.593,0,0.0842,0.759,83.985,audio_features,184080,4
82,2017,Hot Country Songs,Lee Brice,NA,Boy,0.498,0.408,6,-7.946,1,0.0331,0.644,0,0.0993,0.383,78.942,audio_features,198973,4
83,2017,Hot Country Songs,Tim McGraw,NA,How I'll Always Be,0.578,0.825,2,-4.693,1,0.0331,0.312,1.4e-5,0.0912,0.654,93.035,audio_features,213453,4
84,2017,Hot Country Songs,Aaron Watson,NA,Outta Style,0.617,0.886,2,-4.352,1,0.0425,0.0883,1.35e-5,0.0856,0.873,124.979,audio_features,222213,4
85,2017,Hot Country Songs,Jason Aldean,NA,A Little More Summertime,0.482,0.823,9,-4.446,1,0.0661,0.0386,3.69e-5,0.0948,0.451,167.665,audio_features,219547,4
86,2017,Hot Country Songs,Chris Stapleton,NA,Parachute,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-5,0.182,0.605,113.038,audio_features,253200,4
87,2017,Hot Country Songs,Chris Janson,NA,Holdin' Her,0.3,0.574,2,-5.126,1,0.0316,0.426,2.27e-5,0.0939,0.387,95.712,audio_features,244547,5
88,2017,Hot Country Songs,Drake White,NA,Makin' Me Look Good Again,0.574,0.586,10,-6.141,1,0.0337,0.354,0,0.106,0.26,127.794,audio_features,238933,4
89,2017,Hot Country Songs,Chris Stapleton,NA,Either Way,0.641,0.0628,4,-14.155,1,0.0417,0.865,4.08e-6,0.105,0.275,129.004,audio_features,248053,4
90,2017,Hot Country Songs,RaeLynn,NA,Love Triangle,0.686,0.525,2,-6.721,1,0.0331,0.135,0,0.11,0.322,132.927,audio_features,225627,4
91,2017,Hot Country Songs,Big & Rich,NA,California,0.628,0.845,9,-4.837,1,0.0398,0.0537,0,0.378,0.801,115.999,audio_features,201653,4
92,2017,Hot Country Songs,Jordan Davis,NA,Singles You Up,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,audio_features,182667,4
93,2017,Hot Country Songs,Craig Campbell,NA,Outskirts Of Heaven,0.497,0.434,0,-5.73,1,0.0296,0.333,3.11e-6,0.108,0.266,115.749,audio_features,244267,3
94,2017,Hot Country Songs,Garth Brooks,NA,"Baby, Let's Lay Down And Dance",0.688,0.797,7,-7.495,1,0.0297,0.00131,3.32e-6,0.0748,0.604,114.047,audio_features,172794,4
95,2017,Hot Country Songs,Brett Young,NA,Sleep Without You,0.626,0.707,5,-5.755,0,0.0425,0.0169,0,0.0769,0.653,88.543,audio_features,188467,4
96,2017,Hot Country Songs,Cole Swindell,NA,Middle Of A Memory,0.531,0.746,11,-4.228,1,0.0329,0.0972,0,0.102,0.304,139.788,audio_features,226307,4
97,2017,Hot Country Songs,Brett Eldredge,NA,The Long Way,0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.865,audio_features,208720,4
98,2017,Hot Country Songs,Chris Stapleton,NA,Tennessee Whiskey,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,audio_features,293293,4
99,2017,Hot Country Songs,Kane Brown,NA,Found You,0.46,0.821,4,-5.333,0,0.0404,0.0528,0,0.0818,0.438,164.144,audio_features,191733,4
100,2017,Hot Country Songs,Jake Owen,NA,Good Company,0.641,0.794,2,-5.586,1,0.0668,0.465,0,0.269,0.784,95.032,audio_features,173613,4
1,2017,Hot R&B/Hip-Hop Songs,Bruno Mars,NA,That's What I Like,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,audio_features,206693,4
2,2017,Hot R&B/Hip-Hop Songs,Kendrick Lamar,NA,Humble.,0.908,0.621,1,-6.638,0,0.102,2.82e-4,5.39e-5,0.0958,0.421,150.011,audio_features,177000,4
3,2017,Hot R&B/Hip-Hop Songs,DJ Khaled,"Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,audio_features,288877,4
4,2017,Hot R&B/Hip-Hop Songs,Migos,Lil Uzi Vert,Bad And Boujee,0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076,audio_features,343150,4
5,2017,Hot R&B/Hip-Hop Songs,French Montana,Swae Lee,Unforgettable,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,233902,4
6,2017,Hot R&B/Hip-Hop Songs,Post Malone,Quavo,Congratulations,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,audio_features,220293,4
7,2017,Hot R&B/Hip-Hop Songs,Future,NA,Mask Off,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,204600,4
8,2017,Hot R&B/Hip-Hop Songs,DJ Khaled,Rihanna & Bryson Tiller,Wild Thoughts,0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621,audio_features,204664,4
9,2017,Hot R&B/Hip-Hop Songs,Lil Uzi Vert,NA,XO TOUR Llif3,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,audio_features,182707,4
10,2017,Hot R&B/Hip-Hop Songs,Cardi B,NA,Bodak Yellow (Money Moves),0.813,0.574,9,-9.401,1,0.0577,0.0606,0,0.428,0.546,124.982,audio_features,220395,3
11,2017,Hot R&B/Hip-Hop Songs,Rae Sremmurd,Gucci Mane,Black Beatles,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,audio_features,291893,4
12,2017,Hot R&B/Hip-Hop Songs,Bruno Mars,NA,24K Magic,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,audio_features,206693,4
13,2017,Hot R&B/Hip-Hop Songs,The Weeknd,Daft Punk,Starboy,0.678,0.588,7,-7.015,1,0.276,0.141,6.35e-6,0.137,0.486,186.005,audio_features,230453,4
14,2017,Hot R&B/Hip-Hop Songs,KYLE,Lil Yachty,iSpy,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,audio_features,253107,4
15,2017,Hot R&B/Hip-Hop Songs,Childish Gambino,NA,Redbone,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,audio_features,326933,4
16,2017,Hot R&B/Hip-Hop Songs,Logic,Alessia Cara & Khalid,1-800-273-8255,0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,audio_features,250173,4
17,2017,Hot R&B/Hip-Hop Songs,The Weeknd,Daft Punk,I Feel It Coming,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,audio_features,269187,4
18,2017,Hot R&B/Hip-Hop Songs,Drake,NA,Fake Love,0.927,0.488,9,-9.433,0,0.42,0.108,0,0.196,0.605,133.987,audio_features,210937,4
19,2017,Hot R&B/Hip-Hop Songs,Big Sean,NA,Bounce Back,0.77,0.567,2,-5.698,1,0.175,0.105,0,0.125,0.26,81.477,audio_features,222360,4
20,2017,Hot R&B/Hip-Hop Songs,Machine Gun Kelly x Camila Cabello,NA,Bad Things,0.677,0.297,2,-8.646,1,0.0601,0.71,0,0.188,0.719,137.762,audio_features,243597,4
21,2017,Hot R&B/Hip-Hop Songs,Rihanna,NA,Love On The Brain,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-5,0.0789,0.378,172.006,audio_features,224000,3
22,2017,Hot R&B/Hip-Hop Songs,Khalid,NA,Location,0.736,0.449,1,-11.462,0,0.425,0.33,1.62e-4,0.0898,0.326,80.126,audio_features,219080,4
23,2017,Hot R&B/Hip-Hop Songs,21 Savage,NA,Bank Account,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-6,0.0871,0.376,75.016,audio_features,220307,4
24,2017,Hot R&B/Hip-Hop Songs,Yo Gotti,Nicki Minaj,Rake It Up,0.91,0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,audio_features,276333,4
25,2017,Hot R&B/Hip-Hop Songs,Migos,NA,T-Shirt,0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,audio_features,242407,4
26,2017,Hot R&B/Hip-Hop Songs,Kodak Black,NA,Tunnel Vision,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-5,0.122,0.231,171.853,audio_features,268187,4
27,2017,Hot R&B/Hip-Hop Songs,Post Malone,21 Savage,Rockstar,0.587,0.535,5,-6.09,0,0.0898,0.117,6.56e-5,0.131,0.14,159.847,audio_features,218147,4
28,2017,Hot R&B/Hip-Hop Songs,Ayo & Teo,NA,Rolex,0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,audio_features,238587,4
29,2017,Hot R&B/Hip-Hop Songs,Kendrick Lamar,NA,DNA.,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,audio_features,185947,4
30,2017,Hot R&B/Hip-Hop Songs,Zay Hilfigerrr & Zayion McCall,NA,Juju On That Beat (TZ Anthem),0.808,0.919,1,-5.391,1,0.167,0.00476,1.11e-6,0.0625,0.64,154.009,audio_features,102857,4
31,2017,Hot R&B/Hip-Hop Songs,Drake,NA,Passionfruit,0.804,0.459,11,-11.556,1,0.039,0.304,0.0862,0.11,0.372,111.963,audio_features,298941,4
32,2017,Hot R&B/Hip-Hop Songs,Rae Sremmurd,NA,Swang,0.681,0.314,8,-9.319,1,0.0581,0.2,9.8199999999999992e-06,0.1,0.166,139.992,audio_features,208120,4
33,2017,Hot R&B/Hip-Hop Songs,Kendrick Lamar,Rihanna,Loyalty.,0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,audio_features,227360,4
34,2017,Hot R&B/Hip-Hop Songs,Calvin Harris,Frank Ocean & Migos,Slide,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-6,0.254,0.511,104.066,audio_features,230813,4
35,2017,Hot R&B/Hip-Hop Songs,A Boogie Wit da Hoodie,Kodak Black,Drowning,0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,audio_features,209269,4
36,2017,Hot R&B/Hip-Hop Songs,Gucci Mane,Drake,Both,0.85,0.405,7,-7.509,0,0.225,0.119,1.18e-4,0.0707,0.344,139.976,audio_features,190312,4
37,2017,Hot R&B/Hip-Hop Songs,Amine,NA,Caroline,0.941,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.041,audio_features,209640,4
38,2017,Hot R&B/Hip-Hop Songs,Calvin Harris,"Pharrell Williams, Katy Perry & Big Sean",Feels,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,audio_features,223413,4
39,2017,Hot R&B/Hip-Hop Songs,SZA,Travis Scott,Love Galore,0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,audio_features,275080,4
40,2017,Hot R&B/Hip-Hop Songs,Migos,Gucci Mane,Slippery,0.92,0.674,1,-5.662,0,0.264,0.307,0,0.104,0.741,141.967,audio_features,304041,4
41,2017,Hot R&B/Hip-Hop Songs,Khalid,NA,Young Dumb & Broke,0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-5,0.165,0.394,136.949,audio_features,202547,4
42,2017,Hot R&B/Hip-Hop Songs,Playboi Carti,NA,Magnolia,0.791,0.581,11,-7.323,0,0.286,0.0113,0,0.35,0.438,162.99,audio_features,181812,4
43,2017,Hot R&B/Hip-Hop Songs,YFN Lucci,PnB Rock,Everyday We Lit,0.758,0.646,7,-4.701,1,0.112,0.128,0,0.0778,0.589,155.955,audio_features,197171,4
