rank,year,chart,artist,featured_artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
44,2017,Hot R&B/Hip-Hop Songs,blackbear,NA,Do Re Mi,0.742,0.599,8,-6.256,1,0.0465,0.00419,1.02e-5,0.126,0.154,110.977,audio_features,212027,3
45,2017,Hot R&B/Hip-Hop Songs,Gucci Mane,Migos,I Get The Bag,0.89,0.633,11,-5.475,1,0.168,0.0232,3.43e-4,0.0993,0.425,139.948,audio_features,233087,4
46,2017,Hot R&B/Hip-Hop Songs,Travis Scott,NA,Butterfly Effect,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,audio_features,190557,4
47,2017,Hot R&B/Hip-Hop Songs,XXXTENTACION,NA,Look At Me!,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,audio_features,126346,4
48,2017,Hot R&B/Hip-Hop Songs,GoldLink,Brent Faiyaz & Shy Glizzy,Crew,0.728,0.607,1,-8.417,0,0.132,0.133,0,0.0864,0.445,129.938,audio_features,176702,4
49,2017,Hot R&B/Hip-Hop Songs,Kendrick Lamar,Zacari,Love.,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,audio_features,213400,4
50,2017,Hot R&B/Hip-Hop Songs,Chris Brown,Usher & Gucci Mane,Party,0.762,0.576,1,-4.951,0,0.0829,0.0556,0,0.0869,0.316,142.096,audio_features,220813,4
51,2017,Hot R&B/Hip-Hop Songs,J. Cole,NA,Deja Vu,0.653,0.409,9,-11.446,1,0.421,0.361,1.2e-4,0.189,0.187,174.324,audio_features,264747,4
52,2017,Hot R&B/Hip-Hop Songs,Drake,Quavo & Travis Scott,Portland,0.924,0.444,1,-8.227,1,0.243,0.0143,0,0.26,0.314,136.088,audio_features,236615,4
53,2017,Hot R&B/Hip-Hop Songs,2 Chainz,"Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,0.822,0.505,7,-7.384,1,0.147,0.0317,9.11e-4,0.114,0.523,73.003,audio_features,210200,4
54,2017,Hot R&B/Hip-Hop Songs,SZA,NA,The Weekend,0.487,0.366,8,-9.405,0,0.0531,0.241,0,0.126,0.161,68.191,audio_features,272187,5
55,2017,Hot R&B/Hip-Hop Songs,Tee Grizzley,NA,First Day Out,0.587,0.711,1,-6.33,1,0.42,0.171,0,0.125,0.381,98.008,audio_features,254694,4
56,2017,Hot R&B/Hip-Hop Songs,The Weeknd,NA,Party Monster,0.572,0.631,1,-8.389,1,0.104,0.188,2.31e-5,0.259,0.219,77.519,audio_features,249213,4
57,2017,Hot R&B/Hip-Hop Songs,John Legend,NA,Love Me Now,0.488,0.762,8,-3.842,1,0.0865,0.591,0,0.0763,0.709,123.889,audio_features,210293,4
58,2017,Hot R&B/Hip-Hop Songs,Lil Pump,NA,Gucci Gang,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,audio_features,124056,4
59,2017,Hot R&B/Hip-Hop Songs,Bruno Mars,NA,Versace On The Floor,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,audio_features,261240,4
60,2017,Hot R&B/Hip-Hop Songs,Travis Scott,NA,Goosebumps,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,243837,4
61,2017,Hot R&B/Hip-Hop Songs,Big Sean,NA,Moves,0.789,0.53,2,-6.2,1,0.293,0.0541,0,0.164,0.367,75.515,audio_features,142907,4
62,2017,Hot R&B/Hip-Hop Songs,Future,Drake,Used To This,0.618,0.727,3,-7.224,0,0.208,0.0312,0,0.196,0.401,164.992,audio_features,180520,4
63,2017,Hot R&B/Hip-Hop Songs,Russ,NA,Losin Control,0.759,0.245,6,-6.545,1,0.138,0.515,1.54e-4,0.102,0.209,96.992,audio_features,237507,4
64,2017,Hot R&B/Hip-Hop Songs,Tay-K,NA,The Race,0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,audio_features,140000,4
65,2017,Hot R&B/Hip-Hop Songs,Young M.A,NA,OOOUUU,0.64,0.819,7,-4.108,1,0.455,0.533,0,0.156,0.623,166.012,audio_features,234526,4
66,2017,Hot R&B/Hip-Hop Songs,Chris Brown,NA,Privacy,0.741,0.58,0,-7.741,1,0.378,0.153,0,0.109,0.428,97.092,audio_features,220964,4
67,2017,Hot R&B/Hip-Hop Songs,Meek Mill,Chris Brown & Ty Dolla $ign,Whatever You Need,0.519,0.57,1,-7.366,1,0.202,0.0254,0,0.0821,0.317,164.155,audio_features,205373,4
68,2017,Hot R&B/Hip-Hop Songs,DJ Khaled,Beyonce & JAY Z,Shining,0.768,0.807,2,-5.508,0,0.106,0.053,2.99e-6,0.214,0.575,112.001,audio_features,284000,4
69,2017,Hot R&B/Hip-Hop Songs,21 Savage & Metro Boomin,NA,No Heart,0.694,0.451,10,-10.654,1,0.0523,0.227,0.939,0.153,0.309,138.987,audio_features,248660,4
70,2017,Hot R&B/Hip-Hop Songs,Lil Uzi Vert,Nicki Minaj,The Way Life Goes,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,audio_features,221747,4
71,2017,Hot R&B/Hip-Hop Songs,The Weeknd,NA,Reminder,0.705,0.505,8,-6.923,1,0.192,0.142,0,0.164,0.391,160.043,audio_features,218880,4
72,2017,Hot R&B/Hip-Hop Songs,Kodak Black,XXXTENTACION,Roll In Peace,0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,audio_features,213132,4
74,2017,Hot R&B/Hip-Hop Songs,21 Savage & Metro Boomin,Future,X,0.664,0.367,1,-14.376,1,0.0837,0.779,0.863,0.106,0.0907,75.507,audio_features,261083,4
75,2017,Hot R&B/Hip-Hop Songs,XXXTENTACION,NA,Jocelyn Flores,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-6,0.297,0.437,134.021,audio_features,119133,4
76,2017,Hot R&B/Hip-Hop Songs,Kendrick Lamar,NA,Element.,0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,audio_features,208733,4
77,2017,Hot R&B/Hip-Hop Songs,Rob $tone,J. Davi$ & Spooks,Chill Bill,0.886,0.427,6,-10.028,1,0.145,0.0312,9.9e-4,0.0906,0.23,108.034,audio_features,177184,4
78,2017,Hot R&B/Hip-Hop Songs,G-Eazy,A$AP Rocky & Cardi B,No Limit,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,audio_features,245387,4
79,2017,Hot R&B/Hip-Hop Songs,Playboi Carti,Lil Uzi Vert,Wokeuplikethis*,0.785,0.62,8,-6.668,1,0.254,0.0138,0,0.15,0.478,78.476,audio_features,235535,4
80,2017,Hot R&B/Hip-Hop Songs,PnB Rock,NA,Selfish,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,audio_features,245604,4
81,2017,Hot R&B/Hip-Hop Songs,Post Malone,NA,I Fall Apart,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,audio_features,223347,4
82,2017,Hot R&B/Hip-Hop Songs,Young Thug,Future,Relationship,0.842,0.597,2,-6.336,1,0.0627,0.00252,0,0.124,0.298,145.992,audio_features,215307,4
83,2017,Hot R&B/Hip-Hop Songs,Drake,NA,Gyalchester,0.872,0.389,1,-8.343,1,0.0634,0.0343,6.79e-4,0.0941,0.156,131.012,audio_features,189230,4
84,2017,Hot R&B/Hip-Hop Songs,Kodak Black,NA,Transportin',0.804,0.66,10,-4.86,0,0.0726,0.0319,0,0.103,0.257,94.053,audio_features,169345,4
85,2017,Hot R&B/Hip-Hop Songs,Future,Rihanna,Selfish,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64e-6,0.383,0.0913,95.746,audio_features,251423,4
86,2017,Hot R&B/Hip-Hop Songs,Jacquees,NA,B.E.D.,0.739,0.536,1,-6.501,1,0.0587,0.00368,0,0.0968,0.193,122.022,audio_features,236147,4
87,2017,Hot R&B/Hip-Hop Songs,D.R.A.M.,Lil Yachty,Broccoli,0.825,0.485,8,-11.479,1,0.395,0.187,0,0.0904,0.792,145.976,audio_features,233278,4
89,2017,Hot R&B/Hip-Hop Songs,2 Chainz,Travis Scott,4 AM,0.796,0.5,1,-7.21,1,0.425,0.118,0,0.155,0.227,75.012,audio_features,255560,4
90,2017,Hot R&B/Hip-Hop Songs,J. Cole,NA,Neighbors,0.894,0.284,11,-13.002,0,0.33,0.358,4.87e-4,0.11,0.413,138.944,audio_features,216520,4
91,2017,Hot R&B/Hip-Hop Songs,Chris Brown,"Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,0.82,0.696,7,-4.918,0,0.182,0.119,0,0.231,0.617,144.981,audio_features,292910,4
92,2017,Hot R&B/Hip-Hop Songs,"Nicki Minaj, Drake & Lil Wayne",NA,No Frauds,0.65,0.182,1,-22.168,0,0.0809,0.326,0.826,0.118,0.0525,138.969,audio_features,276323,4
93,2017,Hot R&B/Hip-Hop Songs,Drake,21 Savage,Sneakin',0.595,0.451,1,-13.049,1,0.0445,0.00717,0.815,0.0954,0.298,170.022,audio_features,249366,4
94,2017,Hot R&B/Hip-Hop Songs,Lil Uzi Vert,NA,Sauce It Up,0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,audio_features,207039,4
95,2017,Hot R&B/Hip-Hop Songs,DJ Khaled,"Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",Do You Mind,0.412,0.548,10,-6.981,1,0.243,0.0173,0,0.181,0.176,81.293,audio_features,325615,4
96,2017,Hot R&B/Hip-Hop Songs,6LACK,NA,Prblms,0.417,0.58,9,-4.574,1,0.207,0.0307,1.45e-6,0.179,0.139,68.58,audio_features,246773,5
97,2017,Hot R&B/Hip-Hop Songs,Lil Uzi Vert,NA,You Was Right,0.843,0.359,0,-7.417,1,0.461,0.069,0,0.12,0.156,81.987,audio_features,163944,4
98,2017,Hot R&B/Hip-Hop Songs,Chris Brown,NA,Questions,0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,audio_features,129478,4
99,2017,Hot R&B/Hip-Hop Songs,Metro Boomin,Offset & Drake,No Complaints,0.914,0.507,2,-10.784,1,0.164,0.0855,0.0254,0.0797,0.199,123.956,audio_features,261733,4
100,2017,Hot R&B/Hip-Hop Songs,DJ ESCO,Future & Lil Uzi Vert,Too Much Sauce,0.96,0.547,6,-6.992,0,0.0786,0.0496,0,0.216,0.186,121.01,audio_features,223093,4
1,2018,Hot Country Songs,Bebe Rexha & Florida Georgia Line,NA,Meant To Be,0.671,0.668,10,-7.086,1,0.0851,0.161,0,0.219,0.487,153.953,audio_features,163553,4
2,2018,Hot Country Songs,Kane Brown,NA,Heaven,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.009,audio_features,179507,4
3,2018,Hot Country Songs,Dan + Shay,NA,Tequila,0.474,0.594,11,-5.756,1,0.0289,0.0292,0,0.133,0.503,86.131,audio_features,195987,4
4,2018,Hot Country Songs,Jason Aldean,NA,You Make It Easy,0.375,0.574,7,-5.305,1,0.0315,0.143,0,0.11,0.406,132.025,audio_features,196800,3
5,2018,Hot Country Songs,Thomas Rhett,NA,Marry Me,0.588,0.408,3,-8.662,1,0.0237,0.113,0,0.13,0.484,85.008,audio_features,205453,4
6,2018,Hot Country Songs,Luke Combs,NA,One Number Away,0.544,0.781,6,-6.16,0,0.0311,0.00585,0,0.191,0.527,144.075,audio_features,221800,4
7,2018,Hot Country Songs,Florida Georgia Line,NA,Simple,0.362,0.882,3,-3.717,1,0.0973,0.0791,0,0.15,0.864,199.811,audio_features,185200,4
8,2018,Hot Country Songs,Kenny Chesney,NA,Get Along,0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92.456,audio_features,199625,4
9,2018,Hot Country Songs,Brett Young,NA,Mercy,0.638,0.367,4,-7.906,1,0.0266,0.84,0,0.0999,0.219,71.957,audio_features,217120,4
10,2018,Hot Country Songs,Morgan Wallen,Florida Georgia Line,Up Down,0.588,0.885,6,-3.046,1,0.0346,0.0788,0,0.175,0.786,129.933,audio_features,198120,4
11,2018,Hot Country Songs,Luke Bryan,NA,Most People Are Good,0.582,0.728,8,-6.151,1,0.0292,0.174,0,0.139,0.537,150.013,audio_features,221801,4
12,2018,Hot Country Songs,Chris Lane,Tori Kelly,Take Back Home Girl,0.488,0.783,11,-3.967,1,0.0725,0.356,0,0.0921,0.664,159.924,audio_features,212080,4
13,2018,Hot Country Songs,Jason Aldean,Miranda Lambert,Drowns The Whiskey,0.552,0.698,8,-4.817,1,0.0306,0.294,1.03e-4,0.0905,0.6,90.006,audio_features,202067,4
14,2018,Hot Country Songs,Cole Swindell,NA,Break Up In The End,0.507,0.372,1,-8.433,1,0.0303,0.481,0,0.271,0.257,86.422,audio_features,199693,4
15,2018,Hot Country Songs,Chris Stapleton,NA,Broken Halos,0.607,0.575,8,-7.066,1,0.0252,0.133,2.52e-6,0.0566,0.504,78.341,audio_features,180907,4
16,2018,Hot Country Songs,Luke Bryan,NA,"Sunrise, Sunburn, Sunset",0.472,0.884,9,-2.306,1,0.0584,0.185,0,0.178,0.718,159.96,audio_features,216093,4
17,2018,Hot Country Songs,Dylan Scott,NA,Hooked,0.597,0.721,9,-6.422,1,0.0356,0.0362,0,0.0832,0.437,132.054,audio_features,149293,4
18,2018,Hot Country Songs,Chris Janson,NA,Drunk Girl,0.485,0.306,0,-8.431,1,0.0409,0.794,0,0.122,0.224,203.729,audio_features,207267,4
19,2018,Hot Country Songs,Jordan Davis,NA,Singles You Up,0.491,0.907,7,-3.594,1,0.0481,0.0491,0,0.242,0.631,199.943,audio_features,182667,4
20,2018,Hot Country Songs,Old Dominion,NA,Hotel Key,0.758,0.867,11,-5.087,1,0.0475,0.152,0,0.308,0.964,102.018,audio_features,166573,4
21,2018,Hot Country Songs,Kane Brown,NA,Lose It,0.544,0.854,4,-4.968,0,0.0289,0.00245,1.2e-6,0.249,0.436,91.966,audio_features,178987,4
22,2018,Hot Country Songs,Scotty McCreery,NA,Five More Minutes,0.496,0.632,7,-4.933,1,0.0282,0.257,1.07e-6,0.109,0.278,156.034,audio_features,241147,4
23,2018,Hot Country Songs,Luke Combs,NA,She Got The Best Of Me,0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,audio_features,183160,4
24,2018,Hot Country Songs,Jake Owen,NA,I Was Jack (You Were Diane),0.612,0.878,6,-3.556,1,0.0452,0.0875,0,0.0505,0.599,94.014,audio_features,188013,4
25,2018,Hot Country Songs,Thomas Rhett,NA,Life Changes,0.687,0.842,7,-4.382,1,0.058,0.105,0,0.0436,0.778,87.968,audio_features,190227,4
26,2018,Hot Country Songs,Luke Combs,NA,Beautiful Crazy,0.552,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,audio_features,193200,4
27,2018,Hot Country Songs,Blake Shelton,NA,I Lived It,0.557,0.571,10,-8.106,1,0.0281,0.476,0.00114,0.101,0.392,80.981,audio_features,219600,4
28,2018,Hot Country Songs,Dierks Bentley,NA,"Woman, Amen",0.484,0.804,5,-5.889,1,0.0912,8.37e-4,9.29e-6,0.17,0.391,119.838,audio_features,179827,4
29,2018,Hot Country Songs,Devin Dawson,NA,All On Me,0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989,audio_features,224627,4
30,2018,Hot Country Songs,Russell Dickerson,NA,Blue Tacoma,0.455,0.897,9,-4.879,1,0.0403,0.0183,0,0.174,0.728,160.139,audio_features,212067,4
31,2018,Hot Country Songs,Russell Dickerson,NA,Yours,0.638,0.854,1,-4.664,1,0.11,0.216,0,0.0357,0.859,93.869,audio_features,190640,4
32,2018,Hot Country Songs,Dan + Shay,NA,Speechless,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929,audio_features,213387,4
33,2018,Hot Country Songs,Chris Young,NA,Hangin' On,0.434,0.831,8,-4.774,1,0.0453,0.0651,0,0.119,0.596,156.034,audio_features,185440,4
34,2018,Hot Country Songs,Brett Eldredge,NA,The Long Way,0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.865,audio_features,208720,4
35,2018,Hot Country Songs,Sugarland,Taylor Swift,Babe,0.535,0.777,4,-3.292,1,0.207,0.0187,1.62e-6,0.136,0.664,171.72,audio_features,215107,4
36,2018,Hot Country Songs,Old Dominion,NA,Written In The Sand,0.725,0.437,6,-9.602,1,0.0575,0.593,0,0.0842,0.759,83.985,audio_features,184080,4
37,2018,Hot Country Songs,Kane Brown,Lauren Alaina,What Ifs,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,audio_features,188253,4
38,2018,Hot Country Songs,David Lee Murphy & Kenny Chesney,NA,Everything's Gonna Be Alright,0.743,0.423,8,-12.241,1,0.0538,0.339,0.862,0.0981,0.384,90.514,audio_features,227972,4
39,2018,Hot Country Songs,Carrie Underwood,NA,Cry Pretty,0.614,0.884,0,-4.019,1,0.0402,0.00122,0,0.077,0.721,100.531,audio_features,202853,4
40,2018,Hot Country Songs,Darius Rucker,NA,For The First Time,0.547,0.804,6,-5.268,1,0.0361,0.00738,0,0.0308,0.666,142.016,audio_features,197053,4
41,2018,Hot Country Songs,LANCO,NA,Greatest Love Story,0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986,audio_features,222573,4
42,2018,Hot Country Songs,Morgan Evans,NA,Kiss Somebody,0.57,0.684,6,-7.054,1,0.0465,0.136,0,0.205,0.531,89.012,audio_features,213183,4
43,2018,Hot Country Songs,Jimmie Allen,NA,Best Shot,0.629,0.464,4,-8.72,1,0.0334,0.75,0,0.0853,0.523,156.051,audio_features,195053,4
44,2018,Hot Country Songs,Maren Morris,NA,Rich,0.565,0.855,5,-4.189,1,0.0557,0.0445,0,0.32,0.852,74.98,audio_features,208893,4
45,2018,Hot Country Songs,Keith Urban,Julia Michaels,Coming Home,0.383,0.703,4,-6.988,1,0.228,0.216,5.47e-6,0.131,0.57,88.502,audio_features,213939,4
46,2018,Hot Country Songs,Sam Hunt,NA,Body Like A Back Road,0.731,0.469,5,-7.226,1,0.0326,0.463,1.04e-6,0.103,0.631,98.963,audio_features,165387,4
47,2018,Hot Country Songs,Blake Shelton,NA,I'll Name The Dogs,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-6,0.202,0.763,83.392,audio_features,183640,4
48,2018,Hot Country Songs,Walker Hayes,NA,You Broke Up With Me,0.846,0.711,0,-7.939,1,0.061,0.496,0,0.247,0.883,120.013,audio_features,197840,4
49,2018,Hot Country Songs,LANCO,NA,Born To Love You,0.659,0.902,7,-6.192,1,0.0296,0.13,9.45e-5,0.0574,0.809,124.985,audio_features,230013,4
50,2018,Hot Country Songs,Mitchell Tenpenny,NA,Drunk Me,0.499,0.797,2,-3.77,1,0.0554,0.199,0,0.0933,0.408,176.024,audio_features,211768,4
51,2018,Hot Country Songs,Brett Young,NA,Like I Loved You,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,audio_features,207187,4
52,2018,Hot Country Songs,Eric Church,NA,Desperate Man,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-6,0.155,0.824,79.843,audio_features,195147,4
53,2018,Hot Country Songs,High Valley,NA,She's With Me,0.599,0.931,11,-3.662,1,0.0517,0.0285,0,0.102,0.788,111.012,audio_features,180302,4
54,2018,Hot Country Songs,Chris Young,NA,Losing Sleep,0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68e-6,0.389,0.634,92.003,audio_features,178253,4
55,2018,Hot Country Songs,Lady Antebellum,NA,Heart Break,0.653,0.911,0,-4.635,1,0.0439,0.0338,6.59e-4,0.081,0.942,152.043,audio_features,181000,4
56,2018,Hot Country Songs,Keith Urban,NA,Female,0.567,0.477,8,-8.781,0,0.0331,0.186,4.86e-5,0.111,0.321,85.019,audio_features,195317,5
57,2018,Hot Country Songs,Chris Stapleton,NA,Millionaire,0.602,0.463,10,-9.666,1,0.0279,0.165,0.00968,0.0975,0.454,142.635,audio_features,210133,4
58,2018,Hot Country Songs,Thomas Rhett,NA,Unforgettable,0.663,0.738,7,-5.48,1,0.0303,0.032,2.25e-4,0.0856,0.825,130.02,audio_features,157080,4
59,2018,Hot Country Songs,Lee Brice,NA,Boy,0.498,0.408,6,-7.946,1,0.0331,0.644,0,0.0993,0.383,78.942,audio_features,198973,4
60,2018,Hot Country Songs,Michael Ray,NA,Get To You,0.481,0.562,3,-5.661,1,0.0321,0.348,4.32e-4,0.106,0.212,167.964,audio_features,191547,4
61,2018,Hot Country Songs,Carly Pearce,NA,Hide The Wine,0.589,0.918,5,-4.192,0,0.132,0.0555,0,0.0868,0.622,77.14,audio_features,209587,4
62,2018,Hot Country Songs,Kelsea Ballerini,NA,Legends,0.577,0.727,4,-5.848,1,0.0319,0.0547,0,0.0891,0.24,112.041,audio_features,244467,4
63,2018,Hot Country Songs,Eric Church,NA,Round Here Buzz,0.638,0.441,2,-9.064,1,0.0347,0.0422,1.33e-5,0.107,0.473,76.078,audio_features,214627,4
64,2018,Hot Country Songs,Luke Bryan,NA,Light It Up,0.602,0.929,6,-2.741,0,0.0839,0.118,0,0.103,0.677,130.024,audio_features,177306,4
65,2018,Hot Country Songs,Luke Combs,NA,When It Rains It Pours,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-6,0.265,0.625,128.027,audio_features,240760,4
66,2018,Hot Country Songs,Dierks Bentley,Brothers Osborne,Burning Man,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-6,0.0926,0.492,119.073,audio_features,238493,4
67,2018,Hot Country Songs,Granger Smith,NA,Happens Like That,0.557,0.807,7,-5.428,1,0.0825,0.189,0,0.234,0.578,81.045,audio_features,171493,4
68,2018,Hot Country Songs,Garth Brooks,NA,All Day Long,0.607,0.249,0,-13.48,1,0.0568,0.844,0.94,0.171,0.519,97.712,audio_features,180853,4
69,2018,Hot Country Songs,Kip Moore,NA,Last Shot,0.487,0.859,4,-4.403,1,0.0488,0.00204,0,0.322,0.377,148.037,audio_features,228480,4
70,2018,Hot Country Songs,Maren Morris,NA,I Could Use A Love Song,0.638,0.634,6,-6.474,1,0.0468,0.214,0,0.0866,0.473,92.097,audio_features,196422,4
71,2018,Hot Country Songs,Justin Moore,NA,Kinda Don't Care,0.584,0.752,1,-5.674,1,0.0309,0.0974,3.05e-5,0.0544,0.735,150.046,audio_features,261800,4
72,2018,Hot Country Songs,Sam Hunt,NA,Downtown's Dead,0.624,0.696,11,-6.006,1,0.0469,0.109,0,0.132,0.392,82.001,audio_features,213987,4
73,2018,Hot Country Songs,Kelsea Ballerini,NA,I Hate Love Songs,0.386,0.446,11,-7.807,1,0.0297,0.252,0,0.18,0.4,179.995,audio_features,191187,3
74,2018,Hot Country Songs,Easton Corbin,NA,A Girl Like You,0.74,0.777,5,-4.405,1,0.0329,0.0178,1.27e-6,0.0665,0.834,104.989,audio_features,217840,4
75,2018,Hot Country Songs,Brothers Osborne,NA,Shoot Me Straight,0.417,0.685,2,-6.805,1,0.0584,0.00389,0.00855,0.103,0.224,98.718,audio_features,384013,4
76,2018,Hot Country Songs,Jon Pardi,NA,She Ain't In It,0.56,0.679,5,-4.527,1,0.0236,0.123,2.46e-5,0.224,0.622,92.928,audio_features,198467,4
77,2018,Hot Country Songs,Lindsay Ell,NA,Criminal,0.509,0.876,4,-2.852,1,0.0525,0.0932,6.51e-6,0.119,0.717,77.491,audio_features,202747,4
78,2018,Hot Country Songs,Brantley Gilbert,NA,Ones That Like Me,0.437,0.834,6,-3.807,1,0.0404,0.0329,1.03e-6,0.383,0.436,154.053,audio_features,205267,4
79,2018,Hot Country Songs,Midland,NA,Burn Out,0.672,0.721,7,-5.557,1,0.0246,0.3,1.98e-6,0.279,0.812,99.978,audio_features,188613,4
80,2018,Hot Country Songs,Dustin Lynch,NA,Good Girl,0.711,0.696,7,-5.05,1,0.0871,0.16,0,0.17,0.694,80.512,audio_features,189533,4
81,2018,Hot Country Songs,Tim McGraw & Faith Hill,NA,The Rest Of Our Life,0.635,0.279,2,-15.447,1,0.0303,0.604,0.89,0.121,0.0714,121.985,audio_features,220206,3
82,2018,Hot Country Songs,Jordan Davis,NA,Take It From Me,0.592,0.891,10,-3.144,1,0.0512,0.0267,0,0.352,0.674,99.983,audio_features,174255,4
83,2018,Hot Country Songs,Luke Combs,NA,Must've Never Met You,0.455,0.892,6,-3.218,1,0.0566,0.00951,0,0.143,0.641,75.218,audio_features,198880,4
84,2018,Hot Country Songs,Chase Rice,NA,Three Chords & The Truth,0.44,0.889,8,-4.723,1,0.0462,0.0275,0,0.143,0.409,166.074,audio_features,234187,4
85,2018,Hot Country Songs,Midland,NA,Make A Little,0.562,0.875,4,-5.108,1,0.0589,0.132,0,0.354,0.803,152,audio_features,181533,4
86,2018,Hot Country Songs,Blake Shelton,NA,Turnin' Me On,0.628,0.708,11,-7.045,0,0.0287,0.309,1.32e-6,0.109,0.276,111.047,audio_features,288573,4
87,2018,Hot Country Songs,Scotty McCreery,NA,This Is It,0.557,0.511,8,-6.788,1,0.0291,0.254,0,0.099,0.602,156.042,audio_features,230973,4
88,2018,Hot Country Songs,Luke Combs,NA,"Houston, We Got A Problem",0.522,0.762,9,-5.059,1,0.0362,0.0961,6.21e-6,0.395,0.486,143.868,audio_features,191987,4
89,2018,Hot Country Songs,Dustin Lynch,NA,I'd Be Jealous Too,0.716,0.718,0,-5.355,1,0.0293,0.0896,0,0.473,0.537,100.934,audio_features,185707,4
90,2018,Hot Country Songs,Jake Owen,NA,Down To The Honkytonk,0.623,0.828,3,-4.272,1,0.0565,0.162,0,0.0976,0.953,82.059,audio_features,183140,4
91,2018,Hot Country Songs,Mason Ramsey,NA,Famous,0.534,0.815,5,-2.815,1,0.0278,0.708,0,0.111,0.564,159.848,audio_features,192520,4
92,2018,Hot Country Songs,Aaron Watson,NA,Outta Style,0.617,0.886,2,-4.352,1,0.0425,0.0883,1.35e-5,0.0856,0.873,124.979,audio_features,222213,4
93,2018,Hot Country Songs,Ashley McBryde,NA,A Little Dive Bar In Dahlonega,0.639,0.479,1,-6.192,1,0.0447,0.426,0,0.151,0.571,146.084,audio_features,209080,4
94,2018,Hot Country Songs,Travis Denning,NA,David Ashley Parker From Powder Springs,0.555,0.895,5,-4.787,1,0.0472,0.131,0,0.0922,0.38,138.076,audio_features,210173,4
95,2018,Hot Country Songs,Lauren Alaina,NA,Doin' Fine,0.439,0.752,8,-4.143,1,0.0375,0.116,0,0.133,0.456,166.051,audio_features,199907,4
96,2018,Hot Country Songs,Tyler Rich,NA,The Difference,0.538,0.755,9,-5.22,1,0.0532,0.097,0,0.11,0.697,169.811,audio_features,188514,4
97,2018,Hot Country Songs,Cody Johnson,NA,On My Way To You,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-5,0.0866,0.245,157.97,audio_features,213307,4
98,2018,Hot Country Songs,Carrie Underwood,NA,Love Wins,0.523,0.865,7,-4.697,1,0.0989,0.0112,0,0.153,0.325,135.115,audio_features,228640,4
99,2018,Hot Country Songs,Jason Aldean,NA,Girl Like You,0.543,0.88,3,-4.204,0,0.0365,0.035,2.27e-4,0.304,0.483,144.057,audio_features,193067,4
100,2018,Hot Country Songs,Rodney Atkins,The Fisk Jubilee Singers,Caught Up In The Country,0.564,0.904,7,-3.808,1,0.0582,0.00719,0,0.528,0.637,124.102,audio_features,160991,4
1,2018,Hot R&B/Hip-Hop Songs,Drake,NA,God's Plan,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-5,0.552,0.357,77.169,audio_features,198973,4
